"type","time_type"
1,0.690999999999998
1,0.528000000000001
1,0.787333333333332
1,0.590999999999999
1,0.357666666666669
2,0.608666666666664
2,0.604000000000013
2,0.309666666666677
2,0.362000000000004
2,0.292000000000011
3,0
3,0.229666666666664
3,0
3,0.0519999999999925
3,0.27000000000001
